"ID";"ARTIST";"TITLE";"BARCODE";"UNIT";"FORMAT";"LABEL";"PRICE";"PRECISION";"DELIVERY";"STOCK";"DATE"
"TUGMID1043";"Sally Nyolo & The Original Bands Of Yaoundé";"Studio Cameroon";"605633204322";"1";"CD";"RIVERBOAT";"284";"0";"1";"1";""
"CRAW 29";"V/A CONGOTRONICS 2";"BUZZ'N'RUMBLE IN THE URB'N'JUNGLE";"876623000136";"1";"CD+DVD";"CRAMWORLD";"625";"0";"1";"1";""
"HDB113";"BURIAL";"RODENT / RODENT (KODE9 REMIX)";"5055869558495";"1";"10'";"HYPERDUB";"632";"0";"1";"2";""
"ZIR 14";"CELSO FONSECA";"NATURAL";"5410377001503";"1";"CD";"ZIRIGUIBOOM";"625";"0";"1";"1";""
"ETR064";"ACADEMY IS,THE";"SANTI";"843563106204";"1";"LP";"ENJOY THE RIDE";"2051";"0";"1";"1";"31.08.2018"
"MOND125";"MICHAEL GIACCHINO";"SPEED RACER";"0843563103050";"1";"LP";"DEATH WALTZ RECORDIN";"2786";"0";"1";"1";"28.06.2018"
"BWOOD182LP";"¡SÚBELO, CUBA!";"HAVANA CULTURA: ¡SÚBELO, CUBA!";"5060180323509";"1";"LP";"brownswood";"1354";"0";"1";"1";"06.06.2018"
"FARO137CD";"V.A.";"Far Out Strictly Samba";"5060006357022";"1";"CD";"Far Out";"701";"0";"1";"1";""
"LYN36";"Sleigh Bells";"Kid Kruschev";"0858458006187";"1";"LP";"LUCKY NUMBER";"1154";"0";"1";"1";"11.04.2018"
"CRAW 41";"SHANTEL";"DISKO PARTIZANI";"876623005674";"1";"CD";"CRAMWORLD";"625";"0";"1";"1";""
"USCD41";"Oliver lake";"Oliver lake - Ntu";"5026328204123";"1";"CD";"Soul Jazz";"966";"0";"1";"1";"01.01.2013"
"ULTCD043";"Diviner";"Realms Of Time";"0750253122973";"1";"CD";"ULTERIUM";"750";"0";"1";"1";""
"JRCD068";"KING TUBBY";"NEVER RUN AWAY";"5060135762483";"1";"CD";"JAMAICAN RECORDINGS";"638";"0";"1";"1";"30.03.2018"
"ZENCD122";"THE CINEMATIC ORCHESTRA";"MA FLEUR";"5021392462127";"1";"CD";"Ninja Tune";"412";"0";"1";"2";"06.05.2003"
"19075960331";"Western Stars";"Springsteen, Bruce";"190759603314";"1";"LP";"Columbia";"2715";"0";"1";"4";"14.06.2019"
"1402057";"DJ SHADOW";"LIVE IN MANCHESTER - THE MOUNTAIN HAS FALLEN TOUR";"812814020576";"2";"LP";"CAROLINE RECORDS";"1548";"0";"1";"6";"11.01.2019"
"RGNET1085CD";"VA";"The Rough Guide To Bellydance";"605633108521";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"2";""
"FBR005";"MORROW,SAM";"EPHEMERAL";"852669330635";"1";"CD";"FORTY BELOW RECORDS";"696";"0";"1";"4";"23.06.2014"
"3523";"Tom Petty & The Heartbreakers";"Finally No. 1 (The Fabulous Live Recordings) (Marb";"4260494435238";"1";"LP";"Power Station";"1031";"0";"1";"1";""
"COR12162";"Oliver Kapp";"Mantash EP";"4251648410300";"1";"LP";"Cocoon Recor";"755";"0";"1";"1";"10.05.2019"
"PH8321GM";"RISE AGAINST";"VANDAL";"0803341433694";"1";"MERCH";"PHM";"436";"0";"1";"1";"19.05.2014"
"FARO173CD";"Joyce";"Tudo";"5060211501234";"1";"CD";"Far Out";"701";"0";"1";"1";""
"SLANG50169";"Laura Gibson";"Goners";"4250506830342";"1";"CD";"CITY SLANG";"701";"0";"1";"1";"18.01.2019"
"DFG8657";"Robillard Duke";"Dukes Box, the Blues and More...";"0794881917228";"3";"CD";"DIXIEFROG";"875";"0";"1";"1";"26.02.2009"
"66012CD";"Michael Franti & Spearhead";"Stay Human Vol. II";"644216266012";"1";"CD";"Thirty Tigers";"926";"0";"1";"2";"25.01.2019"
"BD163";"THE INFESTICONS";"BEDFORD PARK";"5021392163888";"1";"LP";"Ninja Tune";"1108";"0";"1";"1";"07.06.2010"
"CRAW 1";"CLASSIC SWEDE SWEDE";"MILES AHEAD (TOLEKI BANGO)";"5410377201026";"1";"CD";"CRAMWORLD";"625";"0";"1";"1";""
"ZEN209";"MR. SCRUFF";"FRIENDLY BACTERIA";"5021392901169";"2";"LP";"Ninja Tune";"1444";"0";"1";"2";"19.05.2014"
"BFCD075";"DORIAN CONCEPT";"THE NATURE OF IMITATION";"5054429134513";"1";"CD";"Ninja Tune";"526";"0";"1";"1";"17.08.2018"
"CRAM 144";"AKRON FAMILY";"SET 'EM WILD, SET 'EM FREE";"876623006022";"1";"CD";"CRAMMED DISCS";"625";"0";"1";"2";""
"NHS234EP";"DANNY BYRD";"GOLDEN TICKET";"5060208844283";"1";"LP";"Hospital Records";"704";"0";"1";"1";""
"TEL3601801";"BRUBECK,DAVE";"A DAVE BRUBECK CHRISTMAS";"888072360181";"1";"LP";"TELARC";"1208";"0";"1";"1";"23.11.2018"
"GCR 81019-2";"VARIOUS ARTISTS";"DMAX Rockt!";"090204776955";"1";"CD";"zyx/gcr";"186";"0";"1";"2";"28.11.2008"
"MRBLP101";"HORSEMAN";"DAWN OF THE DREAD";"711969121193";"1";"LP";"MR BONGO";"1012";"0";"1";"2";"08.12.2014"
"ALCOPOP152";"WEIRDS";"SWARMCULTURE";"5060366784858";"1";"LP";"ALCOPOP";"1112";"0";"1";"1";"26.05.2017"
"MRBCD190";"ZE,TOM";"ESTUDANDO O SAMBA";"7119691257525";"1";"CD";"MR BONGO";"634";"0";"1";"2";"15.03.2019"
"GBLP 012";"Aminata Wassidjé Traoré";"Tamala";"4030433601211";"1";"LP";"Glitterbeat Records";"1062";"0";"1";"2";"07.03.2014"
"DEEK013CD";"BULLION";"LOOP THE LOOP";"5056032300453";"1";"CD";"DEEK RECORDINGS";"634";"0";"1";"1";"26.02.2016"
"BWOOD155LP";"SHABAKA AND THE ANCESTORS";"WISDOM OF ELDERS";"5060180322878";"1";"LP";"brownswood";"1444";"0";"1";"1";"08.09.2016"
"CD565";"VARIOUS ARTISTS";"ORIENTAL GARDEN 6";"4260036282658";"1";"CD";"LOLA";"322";"0";"1";"2";""
"1147612";"Traffic";"Winterland 1973";"5386388240036";"1";"CD";"Laser Media - Wiesenstieg";"769";"0";"1";"3";"28.06.2019"
"NR110LP";"CHRIST ON PARADE";"A MIND IS A TERRIBLE THING";"647603399812";"1";"LP";"NEUROT RECORDINGS";"1310";"0";"1";"1";"25.05.2018"
"5906660083160";"INNER SLEEVES";"50X 12' DELUXE AUDIOPHILE ANTISTATIC INNER SLEEVES";"5906660083160";"50";"ACCS";"AUDIO ANATOMY";"1061";"0";"1";"1";""
"CDBGPD 204";"Various";"Super Breaks: Return To The Old School";"029667520423";"1";"CD";"BGP";"612";"0";"1";"1";"28.09.2009"
"WCD90";"BUENA VISTA SOCIAL CLUB";"LOST & FOUND";"75597951790";"1";"CD";"ADA-WORLD CIRCUIT";"828";"0";"1";"1";"23.03.2015"
"DOL937HG";"BOB DYLAN";"Freewheelin' Outtakes";"0889397219376";"1";"LP";"DOL";"815";"0";"1";"1";""
"CDMRED283";"BRIDGET ST JOHN";"SONGS FOR THE GENTLE MAN";"5013929128323";"1";"CD";"Cherry Red";"549";"0";"1";"1";"14.11.2005"
"MYSTCD 299";"SOKOL ORKESTAR";"WARIACKA MILOSC";"5903427879257";"1";"CD";"MYSTIC";"322";"0";"1";"3";""
"PERMVAC173-1";"DMX KREW";"NU ROMANTIX (SUPER 45 2X12? RE";"673795717318";"1";"LP";"PERMANENT VACATION";"1490";"0";"1";"2";"21.09.2018"
"WIGCD274S";"ANIMAL COLLECTIVE";"CENTIPEDE HZ";"5034202027461";"1";"CD";"Domino Records";"635";"0";"1";"1";"03.09.2012"
"FBN3-045";"SECTION 25";"ALWAYS NOW";"708527180464";"1";"LP";"FACTORY BENELUX";"4646";"0";"1";"2";"06.09.2019"
"MRBCD180";"ATMOSFEAR";"EN TRANCE";"7119691254722";"1";"CD";"MR BONGO";"634";"0";"1";"1";"28.09.2018"
"SKUNK1MC";"Skunk Anansie";"25LIVEAT25";"5053760044505";"1";"MC";"BOOGOOYAMMA";"656";"0";"1";"2";"08.02.2019"
"MRBLP131";"TAYLOR,EBO";"TWER NYAME";"7119691241517";"1";"LP";"MR BONGO";"1351";"0";"1";"1";"08.04.2016"
"WIGLP402";"PROTOMARTYR";"RELATIVES IN DESCENT";"887828040216";"1";"LP";"Domino Records";"1109";"0";"1";"6";"29.09.2017"
"GBCD 008";"Aziza Brahim";"Soutak";"4030433600924";"1";"CD";"Glitterbeat Records";"688";"0";"1";"1";"07.02.2014"
"ZENCD170";"FINK";"PERFECT DARKNESS";"5021392657127";"1";"CD";"Ninja Tune";"412";"0";"1";"1";"12.06.2007"
"5753091";"NINE INCH NAILS";"NOT THE ACTUAL EVENTS (EP)";"602557530919";"1";"LP";"INTERSCOPE";"2016";"0";"1";"1";"17.11.2017"
"MDDN001CD";"Good Charlotte";"Youth Authority";"5060454942542";"1";"CD";"MDDN";"701";"0";"1";"1";"15.07.2016"
"FR BR 672";"Yes";"Like It Is - Yes Live At The Bristol Hippodrome";"8024391067284";"1";"BRD";"Frontiers";"1410";"0";"1";"1";"08.12.2014"
"3112";"Ohrwürmer KIDS";"Wiesn Party 2018";"4260494431124";"1";"CD";"Power Station";"325";"0";"1";"2";""
"RROO322CD";"U ROY";"ORIGINATOR,THE";"8592735007482";"1";"CD";"RADIATION ROOTS";"860";"0";"1";"2";"30.03.2018"
"TABULP002";"CHERRELLE";"FRAGILE - CHERRELLE";"5014797139268";"1";"LP";"DEMON";"1126";"0";"1";"1";"01.04.2013"
"3700477829476";"NEW YORK DOLLS";"RED PATENT LEATHER (WHITE VINYL)   RSD 19'";"3700477829476";"1";"LP";"FAN CLUB";"1965";"0";"1";"1";"13.04.2019"
"GAP056";"TIKKLE ME";"WHAT IS REAL?";"7393210466524";"1";"CD";"GAPHALS";"562";"0";"1";"1";"20.04.2015"
"56251-2";"TEOFILO CHANTRE";"MESTISSAGE";"3567255625121";"1";"CD";"LUSAFRICA";"750";"0";"1";"4";""
"HDBLP018";"IKONIKA";"AEROTROPOLIS";"5055300373397";"2";"LP";"HYPERDUB";"949";"0";"1";"3";""
"ZIR 15";"CIBELLE";"CIBELLE";"5410377001664";"1";"CD";"ZIRIGUIBOOM";"625";"0";"1";"1";""
"SJRLP271";"VA";"Studio 1 Ska Fever";"5026328002712";"1";"LP";"Soul Jazz";"1830";"0";"1";"1";"01.09.2013"
"DFG8625";"Mystic Revelation of Rastafari";"Carried Beyond";"0794881846924";"2";"CD";"DIXIEFROG";"750";"0";"1";"1";"26.04.2007"
"ALCOPOP107X";"DUCKWORTH,SAM";"AMAZING GRACE";"5060091555228";"1";"LP";"";"1001";"0";"1";"1";"15.06.2015"
"TEL3601901";"PETERSON,OSCAR";"AN OSCAR PETERSON CHRISTMAS";"888072360198";"1";"LP";"TELARC";"1208";"0";"1";"1";"23.11.2018"
"GAD602CD";"COCTEAU TWINS";"VICTORIALAND";"0652637060225";"1";"CD";"BBQ-4AD";"718";"0";"1";"1";"06.02.2003"
"ZEN7337";"FALTY DL";"STRAIGHT & ARROW";"5021392759463";"1";"LP";"Ninja Tune";"314";"0";"1";"1";"12.11.2012"
"ROK19LP";"PHOBOPHOBES";"MINIATURE WORLD";"5053760033554";"1";"LP";"RA RA ROK";"1574";"0";"1";"1";"07.01.2018"
"bec5161368";"major lazer";"free the universe (incl. bonus cd)";"5060281613684";"1";"LP";"Because Music";"1218";"0";"1";"1";"02.10.2015"
"46245-2";"VIVA LA MUSiCA DE CABO VERDE";"VIVA LA MUSiCA DE CABO VERDE";"3567254624521";"1";"CD";"LUSAFRICA";"562";"0";"1";"4";""
"BEC5156507";"CASSIUS";"AU REVE";"5060421565071";"1";"LP";"BECAUSE MUSIC";"1609";"0";"1";"1";"01.10.2017"
"BEC5543356";"VARIOUS ARTISTS";"SHAOLIN SOUL EPISODE 1";"5060525433566";"1";"LP";"BECAUSE MUSIC";"1668";"0";"1";"1";"30.03.2018"
"305351";"Amon Düül II";"Carnival in Babylon";"693723053516";"1";"LP";"BMG - Berlin";"1924";"0";"1";"1";"30.11.2018"
"COUNTCD076";"SUBMOTION ORCHESTRA";"COLOUR THEORY";"5054429003901";"1";"CD";"Ninja Tune";"526";"0";"1";"1";"19.02.2016"
"XMR087LP";"CLAP YOUR HANDS SAY YEAH";"ONLY RUN";"5060091554269";"1";"LP";"XTRA MILE RECORDINGS";"1125";"0";"1";"1";"23.06.2014"
"88875034881";"Franklin, Aretha";"Aretha Franklin Sings the Great Diva Cla";"0888750348814";"1";"LP";"RCA Records Label";"1200";"0";"1";"1";"05.12.2014"
"FARO198CD";"Nomade Orquestra";"EntreMundos";"5060211503467";"1";"CD";"Far Out";"701";"0";"1";"2";""
"RGNET1233CD";"Muddy Waters";"The Rough Guide To Muddy Waters (Reborn and Remast";"9781906063580";"1";"CD";"ROUGH GUIDE";"382";"0";"1";"3";""
"BWOOD165LP";"VARIOUS ARTISTS";"BROWNSWOOD BUBBLERS TWELVE PT. 1";"5060180323035";"1";"LP";"brownswood";"1031";"0";"1";"2";"01.06.2017"
"2242";"Santana";"The Album";"7619943022425";"1";"CD";"Power Station";"325";"0";"1";"2";""
"NOE10V";"HARDY,BELLA";"HEY SAMMY";"5056032312067";"1";"LP";"NOE RECORDS (KARTEL)";"1239";"0";"1";"2";"24.11.2017"
"WIGLP022";"FLYING SAUCER ATTACK";"CHORUS";"5018766953718";"1";"LP";"Domino Records";"1109";"0";"1";"1";"18.03.2016"
"XMR036CD";"DIVE DIVE";"POTENTIAL";"5050954234124";"1";"CD";"XTRA MILE";"651";"0";"1";"1";"01.06.2014"
"76225-2";"ILDO LOBO";"A VOZ DE OURO";"3567257622524";"1";"CD";"LUSAFRICA";"1000";"0";"1";"1";""
"WDNTCD007";"ACTRESS";"HAZYVILLE";"5021392854120";"1";"CD";"Ninja Tune";"534";"0";"1";"1";"26.05.2014"
"TAMB155CD";"EFTERKLANG & KARSTEN FUNDAL";"LEAVES - THE COLOUR OF FALLING";"7332181072143";"1";"CD";"TAMBOURHINOCEROS";"796";"0";"1";"1";"04.11.2016"
"SJRCD428";"VA";"Brasil USA 70 : Brasilian Music in the USA in the ";"5026328104287";"1";"CD";"Soul Jazz";"966";"0";"1";"1";"01.06.2019"
"TSRCD032";"VARIOUS ARTIST";"MUSIQUE AMBIANTE FRANÇAISE VOL. 1";"4012957773223";"2";"CD";"Tigersushi";"469";"0";"1";"1";"01.12.2017"
"BR201900-2";"BuzzART";"Bailead";"4015307190022";"1";"CD";"Brambus Records";"625";"0";"1";"2";""
"BR2010542";"Rivenbell";"Landmark";"4015307105422";"1";"CD";"Brambus Records";"625";"0";"1";"2";""
"MRBCD043";"INCREDIBLE BONGO BAND";"BONGO ROCK";"5024017003323";"1";"CD";"MR BONGO";"634";"0";"1";"1";"01.01.2014"
"RGNET1371LP";"Ravi Shankar";"The Rough Guide To Ravi Shankar";"605633137149";"1";"LP";"ROUGH GUIDE";"602";"0";"1";"2";""
"HRR 561LP";"Bell";"TIDECALLER (TRANSPARENT BLOOD RED VINYL)";"4251267700318";"1";"LP";"HIGH ROLLER RECORDS";"1050";"0";"1";"1";""
"3358466";"JERRY LEE LEWIS";"GREAT BALLS OF FIRE";"3596973584663";"1";"LP";"WAGRAM";"928";"0";"1";"2";"25.10.2018"
"CRAW 78";"BALKAN BEAT BOX";"GIVE";"876623006534";"1";"CD";"CRAMWORLD";"625";"0";"1";"1";"05.07.2009"
"CAD3411";"RED HOUSE PAINTERS";"OCEAN BEACH/SHOCK ME EP";"0652637341119";"1";"LP";"BBQ-4AD";"1619";"0";"1";"1";"13.08.2015"
"RGNET1320LP";"VA";"The Rough Guide To Arabic Jazz";"605633632026";"1";"LP";"ROUGH GUIDE";"602";"0";"1";"1";""
"3106";"Ohrwürmer KIDS";"Die schönsten Gute Nacht und Schlaflieder";"4260494431063";"1";"CD";"Power Station";"325";"0";"1";"2";""
"BTJLP1X";"DAPHNE & CELESTE";"DAPHNE & CELESTE SAVE THE WORLD";"5053760037224";"1";"LP";"BALATONIC";"1574";"0";"1";"1";"21.03.2018"
"8.550653";"RÜBSAM,WOLFGANG";"BACH J. S.: Trio Sonatas 4-6";"4891030506534";"1";"CD";"NAXOS";"288";"0";"1";"1";"11.08.1993"
"5757911";"OMNIUM GATHERUM";"STUCK HERE ON SNAKES WAY  2vinyl";"602557579116";"2";"LP";"CAROLINE RECORDS";"1870";"0";"1";"2";"25.08.2017"
"mg103";"sinner dc";"the ambient mixes - limited cd album";"7640157610818";"1";"CD";"mental groove";"625";"0";"1";"1";"17.11.2014"
"UAR5X";"JACOBI,DEREK AND ANNE REID";"YOU ARE THE BEST THINGÖ DELUXE";"5052442010036";"1";"CD";"UNITED AGENTS RECORDS";"634";"0";"1";"1";"04.11.2016"
"SMACDX1074";"PETER GREEN SPLINTER GROUP";"DESTINY ROAD";"636551707428";"1";"CD";"Snapper";"496";"0";"1";"2";"14.06.2019"
"BR2012672";"Häsler, Rolf";"Crosswalk";"4015307126724";"1";"CD";"Brambus Records";"625";"0";"1";"2";""
"3357746";"VARIOUS ARTISTS";"SOUL WOMEN";"3596973577467";"1";"LP";"WAGRAM";"1340";"0";"1";"1";"13.09.2018"
"XMR122LP";"NON CANON";"NON CANON";"5056032306059";"1";"LP";"XTRA MILE RECORDINGS";"1239";"0";"1";"1";"28.10.2016"
"AYA005CD";"RIO MIRA";"MARIMBA DEL PACIFICO";"5056032307865";"1";"CD";"AYA RECORDS";"626";"0";"1";"1";"14.07.2017"
"EF83";"BOOT AND TAX";"SPAZIO EP";"880319871511";"1";"12'";"ENDLESS FLIGHT";"692";"0";"1";"1";"29.09.2017"
"214042";"Dead By Wednesday";"The Darkest Of Angels";"0700220562417";"1";"CD";"Ellefson Music Prod. - USA";"1016";"0";"1";"5";"15.07.2016"
"RGNET1334LP";"VA";"The Rough Guide To Unsung Heroes Of Country Blues";"605633633429";"1";"LP";"ROUGH GUIDE";"602";"0";"1";"3";""
"CLA 10133-2";"VERDI, GIUSEPPE / CALLAS, MARI";"Rigoletto";"090204644780";"1";"CD";"zyx/classi";"569";"0";"1";"2";"15.06.2012"
"RPUT23CD";"TRIPTIDES";"VISITORS";"5056032313255";"1";"CD";"REQUIEM FOR A TWISTER";"634";"0";"1";"1";"06.04.2018"
"MT029CD";"HISTORY OF APPLE PIE,THE";"FEEL SOMETHING";"5060091554825";"1";"CD";"MARSHAL TELLER";"796";"0";"1";"1";"29.09.2014"
"XMR098CD";"BEANS ON TOAST";"GRAND SCHEME OF THINGS,THE";"5060091555006";"1";"CD";"XTRA MILE RECORDINGS";"634";"0";"1";"1";"01.12.2014"
"COUNT141";"WHAT SO NOT";"NOT ALL THE BEAUTIFUL THINGS";"5054429131932";"1";"LP";"Ninja Tune";"1444";"0";"1";"1";"09.03.2018"
"BR1998022";"Szilla";"Milano";"4015307980227";"1";"CD";"Brambus Records";"625";"0";"1";"1";""
"BBQCD2101";"FALL";"5 ALBUMS BOX SET";"0607618210120";"1";"CD";"BBQ-BEGGARS BANQUET";"1305";"0";"1";"1";"15.08.2013"
"PRD74361";"The Robert Cray Band";"In My Soul (180 Gr.)";"819873010739";"1";"LP";"Mascot";"1000";"0";"1";"1";"28.03.2014"
"5050954405920";"BLOC PARTY";"FOUR";"5050954405920";"1";"CD";"MATRIX";"1531";"0";"1";"2";"27.06.2005"
"BLOD025CD";"Merciless";"Unbound";"6663666000254";"1";"CD";"BLACKLODGE";"625";"0";"1";"1";"23.06.2006"
"YTCD161";"XX";"I SEE YOU";"0889030016126";"1";"CD";"BBQ-YOUNG TURKS";"928";"0";"1";"2";"12.01.2017"
"CDWIKM 251";"The Radiators (From Space)";"TV Tube Heart";"029667425124";"1";"CD";"Chiswick";"429";"0";"1";"1";"29.03.2005"
"GBCD 070";"Ifriqiyya Electrique";"Laylet el Booree";"4030433607022";"1";"CD";"Glitterbeat Records";"688";"0";"1";"5";"05.04.2019"
"BHM 2036-1";"PIAF, EDITH";"La Vie En Rose - The Collectio";"090204698189";"1";"LP";"zyx/bhm";"1100";"0";"1";"1";"21.07.2017"
"RATED29CD";"VARIOUS ARTISTS";"DEFECTED PRESENTS MOST RATED 2019";"826194431921";"1";"CD";"DEFECTED RECORDS";"919";"0";"1";"1";"22.11.2018"
"PRTLS015";"CRIPPA,ROBERTO";"SELENIC";"5051142080479";"1";"CD";"PORTALS EDITIONS";"540";"0";"1";"1";"21.09.2018"
"XMR43CDA";"TURNER,FRANK";"ENGLAND KEEP MY BONES";"5050954247124";"1";"CD";"XTRA MILE";"579";"0";"1";"1";"27.06.2014"
"GBLP 051";"Širom";"I Can Be a Clay Snapper";"4030433605110";"1";"LP";"Glitterbeat Records";"1062";"0";"1";"4";"08.09.2017"
"PERMVAC183";"Yor Kultura";"Shimming/Cosmic Tribal";"673795718315";"1";"LP";"Permanent Va";"736";"0";"1";"1";"10.05.2019"
"WIGLP066";"PAVEMENT";"TERROR TWILIGHT";"5034202006619";"1";"LP";"Domino Records";"1109";"0";"1";"1";"13.05.2016"
"DOL957HG";"HARRY BELAFONTE";"Calypso";"0889397219574";"1";"LP";"DOL";"815";"0";"1";"2";""
"9362490881";"SANDLER ADAM";"THEY'RE ALL GONNA LAUGH AT YOU (RSD) (LIMITED)";"0093624908814";"2";"LP";"WARNER";"1688";"0";"1";"1";"21.04.2018"
"BRZ45072";"MATHEUS,HELIO / DORIS MONTEIRO";"MAIS KRIOLA / MAITA";"7119691250878";"1";"7'";"MR BONGO";"578";"0";"1";"2";"28.09.2018"
"AHED10020";"COLDCUT X ON-U SOUND";"KAJRA";"5054429119336";"1";"LP";"Ninja Tune";"530";"0";"1";"2";"20.10.2017"
"MRBCD126";"ZE,TOM";"TOM ZE";"711969121339";"1";"CD";"MR BONGO";"796";"0";"1";"1";"23.02.2015"
"MUS 4067-2";"VARIOUS ARTISTS";"Hardstyle Box";"090204707454";"1";"CD";"mus/zyx";"656";"0";"1";"1";"07.08.2015"
"LETV566LP";"FALL, THE";"NEW ORLEANS 1981";"0803343197570";"1";"LP";"LET THEM EAT VINYL";"1739";"0";"1";"1";"13.04.2019"
"CD504";"VARIOUS ARTISTS";"IN TOUCH WITH IBIZA 3";"4260036283181";"1";"CD";"CLUBSTAR";"322";"0";"1";"2";""
"JIAOLONG22LP";"DAPHNI";"JOLI MAI";"666017319315";"1";"LP2";"JIAOLONG";"1075";"0";"1";"2";"27.10.2017"
"CDTRIX129";"TIESTO";"ELEMENTS OF LIFE";"3830031970426";"1";"CD";"MATRIX MUSIC";"129";"0";"1";"100";"09.12.2014"
"SKA008CD";"BOARDS OF CANADA";"HI SCORES";"666017057828";"1";"CD";"SKAM";"468";"0";"1";"2";"06.07.2018"
"56260-2";"CESARIA EVORA &…";"(DUETOS)";"3567255626029";"1";"CD";"LUSAFRICA";"750";"0";"1";"3";""
"MT026";"WINTER DRONES";"HEAVY EYES";"5060091554078";"1";"LP";"MARSHAL TELLER";"1156";"0";"1";"1";"14.04.2014"
"HYPCD003";"KODE9 & THE SPACEAPE";"NOTHING";"5055869500470";"1";"CD";"Hyperdub";"708";"0";"1";"2";""
"FT017";"NINZE";"COMODE 01";"4250101407505";"1";"12'";"FEINESTIER";"2210";"0";"1";"2";"27.09.2019"
"BHM 4002-1";"ZAWINUL, JOE & THE ZAWINUL SYN";"75th";"090204787555";"1";"LP";"bhm";"1350";"0";"1";"3";"17.04.2009"
"CRAW 79";"ZITA SWOON GROUP";"WAIT FOR ME";"876623006541";"1";"CD";"CRAMWORLD";"625";"0";"1";"1";"05.07.2009"
"XMR125CD";"PATTERSON,ESME";"WE WERE WILD";"5056032306714";"1";"CD";"XTRA MILE RECORDINGS";"634";"0";"1";"1";"11.11.2016"
"SNDWLP045";"ONDATROPICA";"ONDATROPICA";"5060091551756";"1";"LP";"SOUNDWAY";"1740";"0";"1";"2";"16.07.2012"
"JRLP064";"TAPPER ZUKIE";"ESCAPE FROM HELL LP";"5060135762216";"1";"LP";"JAMAICAN RECORDINGS";"952";"0";"1";"1";"01.10.2017"
"HDBCD033";"ZOMBY";"ULTRA";"5055300386632";"1";"CD";"HYPERDUB";"1054";"0";"1";"2";""
"ZIR 24";"CELSO FONSECA";"RIVE GAUCHE RIO";"5410377001947";"1";"CD";"ZIRIGUIBOOM";"625";"0";"1";"1";""
"CDPUNKBOX162";"RADIO STARS";"THINKING INSIDE THE BOX 4CD B";"5013929016248";"1";"CD";"Cherry Red";"1404";"0";"1";"1";"31.03.2017"
"MOND74";"KONAMI KUKEIHA CLUB";"SUPER CASTLEVANIA IV";"0616892502944";"1";"LP";"MONDO";"2786";"0";"1";"1";"03.08.2017"
"3352546";"CLAUDE DEBUSSY";"LES CHEFS D'¿UVRES DE CLAUDE DEBUSSY";"3596973525468";"1";"LP";"WAGRAM";"825";"0";"1";"1";"05.04.2018"
"PBR061";"LIGHTFOLD";"Deathwalkers";"0608887281293";"1";"CD";"pitchblack";"612";"0";"1";"2";"03.05.2019"
"MOND99";"DANNY ELFMAN";"BATMAN - ORIGINAL SCORE";"0843563105474";"1";"LP";"MONDO";"2270";"0";"1";"2";"06.12.2018"
"FR DVD 039";"SEVENTH WONDER";"WELCOME TO ATLANTA LIVE 2014 (2DVD)";"8024391003930";"1";"DVD";"FRONTIERS";"1500";"0";"1";"1";""
"ECCD001";"VARIOUS";"OUT OF ADDIS";"5060091559714";"1";"CD";"EASTERN CONNECTION";"634";"0";"1";"3";"04.12.2015"
"TPA 0001-2";"RAMIREZ";"Ramirez Remix Project";"0090204977734";"2";"CD";"zyx/terapi";"1218";"0";"1";"1";"04.02.2002"
"4AD0052LP";"TUNE-YARDS";"I CAN FEEL YOU CREEP..";"191400005211";"1";"LP";"BBQ-4AD";"1305";"0";"1";"6";"19.01.2018"
"LITA167CD";"VARIOUS ARTISTS";"KANKYO ONGAKU JAPANESE AMBIEN";"0826853016728";"1";"CD";"LIGHT IN THE ATTIC";"2396";"0";"1";"2";"23.08.2019"
"17126";"ABNORMALITY";"Sociopathic Constructs (180g Black vinyl)";"039841564617";"1";"LP";"Metal Blade";"1306";"0";"1";"1";"10.05.2019"
"MRBCD069";"FATTY,PRINCE";"SUPERSIZE";"711969113525";"1";"CD";"MR BONGO";"634";"0";"1";"1";"01.01.2014"
"730003463822";"SEELAND";"HOW TO LIVE";"0730003463822";"1";"CD";"LOAF";"375";"0";"1";"1";""
"ZYX 55828-2";"VARIOUS ARTISTS";"Electro Swing & More Vol. 1";"090204697946";"1";"CD";"zyx";"612";"0";"1";"2";"28.04.2017"
"DMF129LP";"THE BEAT FEAT. RANKING ROGER";"PUBLIC CONFIDENTIAL";"5024545843361";"1";"LP";"DMF RECORDS";"1031";"0";"1";"1";"17.01.2019"
"4772152";"MEGALOH";"REGENMACHER";"602547721525";"2";"LP";"UNIVERSAL";"1538";"0";"1";"1";"04.03.2016"
"3052";"Ohrwürmer";"Dancing Time";"4260494430523";"1";"CD";"Power Station";"325";"0";"1";"2";""
"M75262";"Shaman's Harvest";"Red Hands Black Deeds";"819873015086";"1";"CD";"Mascot";"750";"0";"1";"2";"28.07.2017"
"DEMREC410";"The League of Gentlemen";"Live 2018   (coloured and pop-up in gatefold)    R";"5014797899315";"1";"LP";"Demon Records";"2028";"0";"1";"4";"13.04.2019"
"RGNET1346LP";"VA";"The Rough Guide To Bottleneck Blues";"605633134643";"1";"LP";"ROUGH GUIDE";"602";"0";"1";"1";""
"OH 028 LP-1";"Terakaft";"Alone";"4015698002768";"1";"LP";"Outhere Records";"625";"0";"1";"1";""
